,Padj_maxP_SH_BIO_1949634_10x_vs_SH_DMSO,dPSI_SH_BIO_1949634_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_1949634_3x_vs_SH_DMSO,dPSI_SH_BIO_1949634_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2178782_10x_vs_SH_DMSO,dPSI_SH_BIO_2178782_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2178782_3x_vs_SH_DMSO,dPSI_SH_BIO_2178782_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196772_10x_vs_SH_DMSO,dPSI_SH_BIO_2196772_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196772_3x_vs_SH_DMSO,dPSI_SH_BIO_2196772_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196895_10x_vs_SH_DMSO,dPSI_SH_BIO_2196895_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196895_3x_vs_SH_DMSO,dPSI_SH_BIO_2196895_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2197306_10x_vs_SH_DMSO,dPSI_SH_BIO_2197306_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2197306_3x_vs_SH_DMSO,dPSI_SH_BIO_2197306_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2199562_10x_vs_SH_DMSO,dPSI_SH_BIO_2199562_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2199562_3x_vs_SH_DMSO,dPSI_SH_BIO_2199562_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2204984_10x_vs_SH_DMSO,dPSI_SH_BIO_2204984_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2204984_3x_vs_SH_DMSO,dPSI_SH_BIO_2204984_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2207180_10x_vs_SH_DMSO,dPSI_SH_BIO_2207180_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2207180_3x_vs_SH_DMSO,dPSI_SH_BIO_2207180_3x_vs_SH_DMSO
ERI1,NA,NA,NA,NA,0.00118313795181002,0.38,5.77261588604828e-08,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00040747140658298,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00340684410816703,0.365,NA,NA,NA,NA,NA,NA
ERICH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000132709526401532,0.465,0.000676658874303741,0.324
ERMAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00176001479570682,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERP44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00613507713581045,0.58
ERVK13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000257156394897155,0.34,NA,NA,NA,NA,NA,NA,NA,NA,0.00226287557687917,0.483,0.000184336887163504,0.528,0.00388663081084465,-0.334,NA,NA,NA,NA,NA,NA,0.00343535852322971,-0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0036714194114629,-0.334,NA,NA
ESPNL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00187344828157579,-0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274447014440079,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64679053409064e-05,-0.415,NA,NA
ESRRG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111936877170389,0.38,NA,NA,NA,NA,NA,NA,NA,NA,0.0160142410532816,-0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETFBKMT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0272444240735606,-0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETV1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00879915880905091,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVC,NA,NA,NA,NA,0.00316883783260779,0.350616267255531,9.72534441325601e-05,0.388725313092195,0.000222940511109491,-0.442865016562559,1.9911318654914e-06,-0.487402798617411,2.68842384875804e-07,0.350537354297984,2.66237399979119e-09,0.393229449488219,0.00467938459020207,-0.278529422515262,2.25425837676714e-05,-0.321458461870566,NA,NA,NA,NA,NA,NA,NA,NA,0.0069357918577468,-0.312502528105914,5.62546334111195e-06,-0.421625968300183,NA,NA,NA,NA,5.26037015934465e-05,0.325223651227059,4.0592107503733e-07,0.368223899447076,3.7625731703172e-05,-0.420242580006268,1.82178625367539e-07,0.272119332453208,0.00130363018319661,-0.314588934933277,8.75070197346856e-07,-0.420511344418653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVI5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000124562714114825,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EWSR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118648186273001,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXD2,NA,NA,2.19022941440208e-05,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000613849752513149,-0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXD3,NA,NA,NA,NA,NA,NA,NA,NA,0.0127076109823498,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOC3L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00831786251672988,-0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOC6B,NA,NA,NA,NA,1.53293717615501e-05,-0.461,4.59880348876279e-09,-0.532,0.000222940511109491,-0.266668133954349,4.26556846657404e-06,-0.315757433062569,0,-0.441,0,-0.512,NA,NA,NA,NA,NA,NA,0.00936341991586999,-0.323197045434518,NA,NA,NA,NA,0.00471931515937029,-0.291936555797565,1.76397686023542e-08,-0.343,NA,NA,NA,NA,2.35259146167168e-05,-0.308973512292706,2.51405377997062e-13,-0.353,2.48727721971099e-08,-0.314,2.44079054156418e-12,-0.356,NA,NA,0.000579034124386578,-0.266977924269824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOSC9,4.41569089348343e-06,0.447,NA,NA,NA,NA,1.41408764063424e-09,0.539,NA,NA,NA,NA,NA,NA,2.48103487434044e-05,0.337,NA,NA,0.00107304305509508,0.307,NA,NA,NA,NA,NA,NA,9.1949564629029e-10,0.589,NA,NA,3.37437675112564e-05,0.354,NA,NA,NA,NA,NA,NA,3.3585119929592e-06,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29813873495197e-05,0.339,NA,NA,2.58694330561474e-05,0.375,NA,NA,NA,NA
EXTL1,0.00876099906696012,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000857694468841016,-0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135819862923246,-0.716,NA,NA,NA,NA,NA,NA
EXTL3,NA,NA,NA,NA,NA,NA,0.0119563684475192,-0.401,NA,NA,NA,NA,NA,NA,0.000323995931438935,-0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00308367775645419,-0.326,NA,NA,0.0384574760657545,-0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EZH2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00326471774728221,0.333,NA,NA,NA,NA,NA,NA
F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020049517195199,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028032424435647,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAAP20,NA,NA,NA,NA,2.08838179388447e-07,-0.377,0,-0.336,0,-0.349,0,-0.305,0,-0.311,0,-0.317,NA,NA,NA,NA,NA,NA,1.81210328205317e-05,-0.250024083470414,NA,NA,NA,NA,NA,NA,0,-0.314,NA,NA,NA,NA,NA,NA,0,-0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FADS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101025864507927,0.465,0.000768813050651689,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAHD2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00193649475833307,0.313,NA,NA,6.66075884380817e-05,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62799709580034e-06,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM110B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375889734195501,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM111A,NA,NA,NA,NA,NA,NA,0.00786174736004617,-0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00298360735265517,-0.486,0.00217112190595978,-0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59154729989616e-05,-0.54,NA,NA,NA,NA
FAM114A1,0.00200611462487972,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00217854478740207,-0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94921310489921e-06,-0.487,NA,NA,NA,NA,NA,NA,0.000939183123029313,-0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM118A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236798590061333,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM122C,0.000314875579091694,0.507,NA,NA,NA,NA,0.000304736089297098,0.5,NA,NA,0.00414328541156124,0.353,NA,NA,0.000960871085316737,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000398092292856088,0.553,NA,NA,NA,NA,NA,NA,NA,NA,0.0100629031404197,-0.454,NA,NA,NA,NA,0.00292879494455158,0.385,0.0437559874739905,-0.483,NA,NA,NA,NA,NA,NA,NA,NA,0.0120850275880878,0.341,NA,NA,NA,NA
FAM126B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393120419454361,-0.552,NA,NA,NA,NA,NA,NA,0.00315679783465608,-0.524,NA,NA,NA,NA,NA,NA
FAM131B,NA,NA,0.00429501328238082,-0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8686331383904e-05,-0.487,0.0262796982261283,0.44,NA,NA,NA,NA,9.78879825088508e-06,-0.615,NA,NA,NA,NA,NA,NA,0.000647726425299106,-0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00928920753477617,-0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM133B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0252112477517999,-0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM135A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000722973229251203,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM13A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00108452280759278,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM149B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134969725053742,-0.313,NA,NA,NA,NA,NA,NA
FAM151B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00513048565814225,-0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM156A,0.00188672849975275,-0.578,NA,NA,NA,NA,0.000935294854430922,-0.608,NA,NA,NA,NA,2.20144172629788e-05,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00299341851395551,-0.469,NA,NA,0.0118689850213743,-0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM162A,1.04810228268108e-10,-0.381704074538395,NA,NA,NA,NA,0,-0.342,NA,NA,NA,NA,NA,NA,1.66028788769129e-15,-0.357396388891204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72845353226649e-13,-0.270405062119157,NA,NA,NA,NA,4.38762187780012e-09,0.265260773065134,NA,NA,NA,NA,NA,NA,1.10757499560265e-08,0.275375800408279,NA,NA,NA,NA,NA,NA,0.0102051734364381,0.300012686442924,NA,NA,NA,NA,NA,NA
FAM166B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28187704533008e-06,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM174A,2.86529691712157e-08,-0.304044009583918,NA,NA,NA,NA,0.000138064958191349,-0.422499665383834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM184A,0.0472628761729167,-0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00836850256777664,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM193B,NA,NA,0.0422724774168211,0.306,NA,NA,0.02285491032027,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48728088150785e-05,-0.734,6.69805228789091e-05,-0.484,NA,NA,NA,NA,NA,NA,0.0212550902978877,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195136848408422,0.352,NA,NA,0.0177554398303279,0.421,NA,NA,NA,NA
FAM21EP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0242038113025812,-0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM222B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00655070693294e-05,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM227A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00966339270790515,0.584,NA,NA,NA,NA,NA,NA,0.0152087399788256,0.619,NA,NA,0.016130184760344,-0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM227B,NA,NA,NA,NA,NA,NA,NA,NA,0.00999192044339092,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0361682881697631,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM228B,NA,NA,NA,NA,0.00819538504635187,-0.602,NA,NA,0.0038764088106893,0.371,0.00111090125674318,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61834068319752e-05,-0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200409498541104,-0.599,NA,NA,6.40180310867706e-07,-0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM27C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279715672716523,-0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011447995595274,-0.405,2.01651079205162e-07,-0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM47E.STBD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0477521133043279,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM66B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00455277809394127,-0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM66D,NA,NA,NA,NA,NA,NA,0.0446016379042361,-0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148797193307454,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00723389174265521,-0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285946640253582,0.431,NA,NA
FAM81A,NA,NA,0.0083321519010816,0.408,NA,NA,NA,NA,0.0113887480422635,-0.394,NA,NA,NA,NA,0.00644981019829554,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00810504338639528,-0.414,4.77104606684129e-06,-0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
