,U1-mut1-100-CHX_vs_DMSO,U1-mut1-100-CHX_vs_DMSO-CHX,U1-mut1-100-CHX_vs_mut1-100,U1-mut1-100-EtOH_vs_DMSO,U1-mut1-100-CHX_vs_WT_EtOH,U1-mut1-100-CHX_vs_WT_CHX,U1-mut1-100-EtOH_vs_WT_EtOH,U1-mut1-500-CHX_vs_DMSO,U1-mut1-500-CHX_vs_DMSO-CHX,U1-mut1-500-CHX_vs_mut1-500,U1-mut1-500-EtOH_vs_DMSO,U1-mut1-500-CHX_vs_WT_EtOH,U1-mut1-500-CHX_vs_WT_CHX,U1-mut1-500-EtOH_vs_WT_EtOH
BNIP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL7AP33,0,0,0,0,1,0,0,0,0,1,0,1,0,0
NKX2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STC2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CPEB4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
C5orf47,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC01411,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSX2,1,0,1,0,1,0,0,1,1,1,1,1,0,0
DRD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC139491.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AC139493.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
ARL10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HIGD2A,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UNC5A,0,0,0,0,0,0,0,1,1,0,1,0,0,0
UIMC1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF346,1,0,1,0,1,0,0,0,0,1,0,0,0,0
F12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRR7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC145098.2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
DOK3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
FAM193B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC139795.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC138819.1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
AC106795.2,1,0,1,0,0,0,0,1,0,0,0,1,0,0
FAM153CP,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RMND5B,1,0,1,0,1,0,0,1,0,0,0,0,0,0
NHP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PHYKPL,1,0,1,0,1,0,0,1,0,0,0,0,0,0
CLK4,1,0,1,0,1,0,0,1,0,1,1,1,0,1
ZNF354A,1,0,1,0,1,0,0,0,0,0,0,1,0,0
ZNF354B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZFP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF879,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ADAMTS2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
RUFY1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CANX,1,0,1,0,1,0,0,0,0,0,0,1,0,0
MRNIP,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC008393.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
RNF130,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008610.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGAT1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC022413.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HEIH,1,0,1,0,1,0,0,1,0,0,0,0,0,0
RACK1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TRIM52.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC138035.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC138035.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HUS1B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FOXC1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TUBB2A,1,0,1,0,1,0,0,0,0,1,0,1,0,0
TUBB2B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PXDC1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FAM50B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ECI2,0,0,1,0,1,0,0,1,0,0,0,1,0,0
PPP1R3G,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NRN1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
AL031123.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SSR1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNRNP48,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BMP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HULC,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TFAP2A,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PAK1IP1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
TMEM14B,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MAK,1,0,1,0,1,0,0,0,0,1,0,1,0,0
GCM2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SYCP2L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NEDD9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM170B,1,0,1,0,0,0,0,1,0,0,0,1,0,0
HIVEP1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
EDN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL15P3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AL008729.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL008729.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GFOD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL441883.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF182,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AL137003.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
STMND1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBM24,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL138824.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NUP153,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KIF13A,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KDM1B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LNC.LBCS,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ID4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SOX4,1,0,1,0,1,0,0,0,0,1,0,0,0,0
GPLD1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CMAHP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRIM38,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H4C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H4C2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
H3C2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
H2AC4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
H1.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H4C3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
H2BC4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
H2AC6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H1.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
H2BC5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC6,1,0,1,0,1,0,0,1,0,1,1,1,0,1
H4C4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AL031777.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3C4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H2AC7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H4C5,0,0,1,0,1,0,0,0,0,1,0,1,0,0
H2BC8,1,0,1,0,1,0,0,1,0,0,0,0,0,0
H3C6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H1.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H4C8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3C9P,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BTN3A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN2A2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BTN2A3P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN3A3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN2A1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTN1A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GUSBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL021807.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC12,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ZNF391,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MCFD2P1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF184,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL009179.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC13,1,0,0,0,1,0,0,1,0,1,0,0,0,0
H2AC13,0,0,1,0,1,0,0,0,0,0,0,0,0,0
H3C10,1,0,1,0,1,0,0,1,0,1,0,0,0,0
H2BC15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC16,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H3C12,1,0,0,0,0,0,0,1,0,1,0,0,0,0
H2AC17,0,0,1,0,1,0,0,0,0,1,0,0,0,0
H2BC17,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OR2W6P,0,0,1,0,1,0,0,0,0,1,0,0,0,0
OR2B6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF165,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN12P1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZSCAN16,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF192P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL022393.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF192P2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZSCAN9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZKSCAN4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN26,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL021997.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PGBD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN31,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZKSCAN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSCAN23,1,0,1,0,1,0,0,1,0,1,0,1,0,0
Z98745.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZBED9,0,0,0,0,1,0,0,1,0,0,0,1,0,0
AL662890.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GABBR1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HLA.F.AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RPL23AP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HCG4B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HLA.A,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNRD1ASP,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HLA.L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL662795.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRIM39,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RANP1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PPP1R10,1,0,1,0,1,0,0,1,0,0,0,1,0,0
C6orf136,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NRM,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TUBB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL662797.2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
IER3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HCG20,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DDR1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AL669830.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MUCL3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL662844.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HLA.C,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HLA.B,1,0,1,0,1,0,0,0,0,0,0,0,0,0
MICB,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NFKBIL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LTA,1,0,0,0,1,0,0,1,0,0,1,1,0,0
TNF,0,0,0,0,0,0,0,1,0,0,1,1,0,0
GPANK1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LY6G5C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLIC1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MSH5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MSH5.SAPCD1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
VWA7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA1L,1,0,0,0,1,0,1,1,1,0,1,1,1,1
HSPA1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HSPA1B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNHG32,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DXO,1,0,1,0,1,0,0,1,0,1,0,1,0,0
STK19,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C4A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNXB,0,0,0,0,0,0,0,1,1,0,1,0,0,0
FKBPL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPT2.EGFL8,1,0,1,0,0,0,0,1,0,0,0,1,0,0
EGFL8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NOTCH4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HLA.DRB1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
HLA.DOB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PSMB9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BRD2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HLA.DOA,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HLA.DPA1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
COL11A2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RPS18,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TAPBP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PHF1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUTA,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SYNGAP1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZBTB9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GGNBP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HMGA1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
AL354740.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NUDT3,1,0,1,0,1,0,0,1,0,1,0,0,0,0
RPS10,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AL451165.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UHRF1BP1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PPARD,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FANCE,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BRPF3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PNPLA1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ETV7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CDKN1A,0,0,0,0,0,0,0,1,1,0,1,1,0,0
PIM1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM217,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TBC1D22B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC02520,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MDGA1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
GLO1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
DNAH8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNK5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DAAM2.AS1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
UNC5CL,1,0,1,0,1,0,0,1,1,0,1,1,0,1
ADCY10P1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
USP49,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BYSL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GUCA1B,1,0,1,0,1,0,0,1,0,0,1,1,0,0
UBR2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
PEX6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KLHDC3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUL7,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DNPH1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
TJAP1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MAD2L1BP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL109615.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AL109615.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
MRPL14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HSP90AB1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
NFKBIE,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TCTE1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENPP5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLA2G7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CENPQ,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GLYATL3,1,0,0,0,1,0,0,1,1,0,1,1,1,1
C6orf141,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IL17F,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAQR8,1,0,1,0,1,0,0,1,0,0,1,1,0,0
CILK1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
FBXO9,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GCM1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL034374.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL31,0,0,0,0,1,0,0,1,0,1,0,0,0,0
HMGCLL1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BMP5,1,0,0,0,0,0,0,1,1,0,1,1,0,0
BEND6,1,0,0,0,0,0,0,1,0,0,1,0,0,0
KIAA1586,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF451,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAB23,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AL021368.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GUSBP4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL021368.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC00680,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL135905.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM135A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OGFRL1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL136164.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CGAS,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EEF1A1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
COL12A1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COX7A2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AL080250.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
FILIP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MYO6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IRAK1BP1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
PHIP,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BCKDHB,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL359715.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TENT5A,1,0,1,0,1,0,0,0,1,0,0,0,1,0
DOP1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PRSS35,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNAP91,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AL139232.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CEP162,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TBX18,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CGA,1,0,1,0,1,0,0,1,1,1,0,1,0,0
AL139274.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNF292,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AKIRIN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PNRC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GABRR2,1,0,1,0,0,0,0,1,0,0,1,1,0,0
RRAGD,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CASP8AP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MANEA,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KLHL32,0,0,1,0,1,0,0,0,0,1,0,0,0,0
MMS22L,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AL589740.1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
USP45,0,0,1,0,1,0,0,0,0,1,0,0,0,0
SIM1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GRIK2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HACE1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
PRDM1,1,0,0,0,1,0,0,1,1,1,0,1,0,0
RTN4IP1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CD24,0,0,1,0,1,0,0,0,0,1,0,0,0,0
NR2E1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG1L,1,0,1,0,1,0,0,0,0,0,0,0,0,0
FOXO3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
Z95118.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC162P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZBTB24,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL512303.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
METTL24,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CDK19,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SLC16A10,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TRAF3IP2.AS1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL008730.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LAMA4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MARCKS,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CALHM5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RSPH4A,1,0,1,0,1,0,0,1,0,0,1,1,0,1
ZUP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RFX6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NUS1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
SLC35F1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL450405.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CEP85L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
Z99496.2,0,0,0,0,0,0,0,1,1,0,1,0,0,0
MCM9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM184A,1,0,1,0,1,0,0,0,0,0,0,1,0,0
TBC1D32,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HSF2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLVS2,0,0,0,0,0,0,0,1,1,0,1,1,0,0
TPD52L1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HEY2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRMT11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CENPW,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AL035603.1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
KIAA0408,1,0,1,0,0,0,0,0,0,1,0,1,0,0
AL096711.2,0,0,1,0,1,0,0,0,1,0,0,0,0,0
SOGA3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LAMA2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ENPP3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CCN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MOXD1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SLC18B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPS12,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AL450270.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SGK1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
IFNGR1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WAKMAR2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TNFAIP3,1,0,1,0,1,0,0,1,1,1,1,1,1,0
ARFGEF3,0,0,0,0,0,0,0,1,1,0,1,0,0,0
NHSL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC28A.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ABRACL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AL035446.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AL359313.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HIVEP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL136116.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL031320.2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
FUCA2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LTV1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
AL049844.3,1,0,1,0,0,0,0,0,0,1,0,1,0,0
PLAGL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STX11,1,0,1,0,1,0,0,0,1,0,0,0,0,0
UTRN,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBXO30,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL356599.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
SHPRH,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GRM1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
TAB2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
ZC3H12D,1,0,1,0,1,0,0,1,0,1,0,0,0,0
LATS1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
LRP11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL355312.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ULBP1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
RAET1K,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARL4AP5,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZBTB2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC170,0,0,1,0,1,0,0,0,0,1,0,0,0,0
AL590867.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
IPCEF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL357075.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SCAF8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
